cui|string|lex
C3830930|c-ssrs already enrolled subjects - most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830930|css05-most severe idea-prior|UMLS-SUICIDE
C3830930|css0506a|UMLS-SUICIDE
C3830931|c-ssrs already enrolled subjects - most recent suicide attempt potential lethality|UMLS-SUICIDE
C3830931|css05-most recent attempt potential|UMLS-SUICIDE
C3830931|css0522c|UMLS-SUICIDE
C3830932|c-ssrs already enrolled subjects - most recent suicide attempt date|UMLS-SUICIDE
C3830932|css0522a|UMLS-SUICIDE
C3830932|css05-most recent attempt date|UMLS-SUICIDE
C3830933|c-ssrs already enrolled subjects - most recent suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3830933|css05-most recent attempt damage|UMLS-SUICIDE
C3830933|css0522b|UMLS-SUICIDE
C3830934|c-ssrs already enrolled subjects - most lethal suicide attempt potential lethality|UMLS-SUICIDE
C3830934|css0523c|UMLS-SUICIDE
C3830934|css05-most lethal attempt potential|UMLS-SUICIDE
C3830935|c-ssrs already enrolled subjects - most lethal suicide attempt date|UMLS-SUICIDE
C3830935|css05-most lethal attempt date|UMLS-SUICIDE
C3830935|css0523a|UMLS-SUICIDE
C3830936|c-ssrs already enrolled subjects - most lethal suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3830936|css0523b|UMLS-SUICIDE
C3830936|css05-most lethal attempt damage|UMLS-SUICIDE
C3830937|c-ssrs already enrolled subjects - interrupted suicide attempt (since study start)|UMLS-SUICIDE
C3830937|css05-interrupted attempt-since|UMLS-SUICIDE
C3830937|css0515b|UMLS-SUICIDE
C3830938|c-ssrs already enrolled subjects - interrupted suicide attempt (prior to study entry)|UMLS-SUICIDE
C3830938|css05-interrupted attempt-prior|UMLS-SUICIDE
C3830938|css0515a|UMLS-SUICIDE
C3830939|c-ssrs already enrolled subjects - frequency of most severe ideation (since study start)|UMLS-SUICIDE
C3830939|css05-most severe idea, frequency-since|UMLS-SUICIDE
C3830939|css0507b|UMLS-SUICIDE
C3830940|c-ssrs already enrolled subjects - frequency of most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830940|css05-most severe idea, frequency-prior|UMLS-SUICIDE
C3830940|css0507a|UMLS-SUICIDE
C3830941|c-ssrs already enrolled subjects - first suicide attempt potential lethality|UMLS-SUICIDE
C3830941|css05-first attempt potential|UMLS-SUICIDE
C3830941|css0524c|UMLS-SUICIDE
C3830942|c-ssrs already enrolled subjects - first suicide attempt date|UMLS-SUICIDE
C3830942|css05-first attempt date|UMLS-SUICIDE
C3830942|css0524a|UMLS-SUICIDE
C3830943|c-ssrs already enrolled subjects - first suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3830943|css05-first attempt damage|UMLS-SUICIDE
C3830943|css0524b|UMLS-SUICIDE
C3830944|c-ssrs already enrolled subjects - duration of most severe ideation (since study start)|UMLS-SUICIDE
C3830944|css0508b|UMLS-SUICIDE
C3830944|css05-most severe idea, duration-since|UMLS-SUICIDE
C3830945|c-ssrs already enrolled subjects - duration of most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830945|css0508a|UMLS-SUICIDE
C3830945|css05-most severe idea, duration-prior|UMLS-SUICIDE
C3830946|c-ssrs already enrolled subjects - deterrents to most severe ideation (since study start)|UMLS-SUICIDE
C3830946|css0510b|UMLS-SUICIDE
C3830946|css05-most severe idea, deterrents-since|UMLS-SUICIDE
C3830947|c-ssrs already enrolled subjects - deterrents to most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830947|css0510a|UMLS-SUICIDE
C3830947|css05-most severe idea, deterrents-prior|UMLS-SUICIDE
C3830948|c-ssrs already enrolled subjects - description of wish to be dead|UMLS-SUICIDE
C3830948|css0501c|UMLS-SUICIDE
C3830948|css05-wish to be dead, describe|UMLS-SUICIDE
C3830949|c-ssrs already enrolled subjects - description of preparatory acts or behaviors toward suicide attempt|UMLS-SUICIDE
C3830949|css0519c|UMLS-SUICIDE
C3830949|css05-preparatory acts/behavior, descr|UMLS-SUICIDE
C3830950|c-ssrs already enrolled subjects - description of non-specific active suicidal thoughts|UMLS-SUICIDE
C3830950|css05-non-spec suicid thought, describe|UMLS-SUICIDE
C3830950|css0502c|UMLS-SUICIDE
C3830951|c-ssrs already enrolled subjects - description of interrupted suicide attempt|UMLS-SUICIDE
C3830951|css0516c|UMLS-SUICIDE
C3830951|css05-interrupted attempt, describe|UMLS-SUICIDE
C3830952|c-ssrs already enrolled subjects - description of actual suicide attempt|UMLS-SUICIDE
C3830952|css0513c|UMLS-SUICIDE
C3830952|css05-actual attempt, describe|UMLS-SUICIDE
C3830953|c-ssrs already enrolled subjects - description of active suicidal ideation with specific plan and intent|UMLS-SUICIDE
C3830953|css05-idea, plan, intent, describe|UMLS-SUICIDE
C3830953|css0505c|UMLS-SUICIDE
C3830954|c-ssrs already enrolled subjects - description of active suicidal ideation with some intent to act, without specific plan|UMLS-SUICIDE
C3830954|css05-idea, intent, no plan, describe|UMLS-SUICIDE
C3830954|css0504c|UMLS-SUICIDE
C3830955|c-ssrs already enrolled subjects - description of active suicidal ideation with any methods (not plan) without intent to act|UMLS-SUICIDE
C3830955|css0503c|UMLS-SUICIDE
C3830955|css05-idea, no intent, no plan, describe|UMLS-SUICIDE
C3830956|c-ssrs already enrolled subjects - description of aborted suicide attempt|UMLS-SUICIDE
C3830956|css0518c|UMLS-SUICIDE
C3830956|css05-aborted attempt, describe|UMLS-SUICIDE
C3830957|c-ssrs already enrolled subjects - describe most severe ideation (since study start)|UMLS-SUICIDE
C3830957|css0506d|UMLS-SUICIDE
C3830957|css05-most severe idea, desc-since|UMLS-SUICIDE
C3830958|c-ssrs already enrolled subjects - describe most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830958|css05-most severe idea, desc-prior|UMLS-SUICIDE
C3830958|css0506b|UMLS-SUICIDE
C3830959|c-ssrs already enrolled subjects - controllability of most severe ideation (since study start)|UMLS-SUICIDE
C3830959|css05-most severe idea, control-since|UMLS-SUICIDE
C3830959|css0509b|UMLS-SUICIDE
C3830960|c-ssrs already enrolled subjects - controllability of most severe ideation (prior to study entry)|UMLS-SUICIDE
C3830960|css0509a|UMLS-SUICIDE
C3830960|css05-most severe idea, control-prior|UMLS-SUICIDE
C3830961|c-ssrs already enrolled subjects - completed suicide (since study start)|UMLS-SUICIDE
C3830961|css05-completed suicide-since|UMLS-SUICIDE
C3830961|css0521b|UMLS-SUICIDE
C3830962|c-ssrs already enrolled subjects - completed suicide (prior to study entry)|UMLS-SUICIDE
C3830962|css05-completed suicide-prior|UMLS-SUICIDE
C3830962|css0521a|UMLS-SUICIDE
C3830963|c-ssrs already enrolled subjects - actual suicide attempt (since study start)|UMLS-SUICIDE
C3830963|css05-actual attempt-since|UMLS-SUICIDE
C3830963|css0512b|UMLS-SUICIDE
C3830964|c-ssrs already enrolled subjects - actual suicide attempt (prior to study entry)|UMLS-SUICIDE
C3830964|css0512a|UMLS-SUICIDE
C3830964|css05-actual attempt-prior|UMLS-SUICIDE
C3830965|c-ssrs already enrolled subjects - active suicidal ideation with specific plan and intent (since study start)|UMLS-SUICIDE
C3830965|css0505b|UMLS-SUICIDE
C3830965|css05-idea, plan, intent-since|UMLS-SUICIDE
C3830966|c-ssrs already enrolled subjects - active suicidal ideation with specific plan and intent (prior to study entry)|UMLS-SUICIDE
C3830966|css0505a|UMLS-SUICIDE
C3830966|css05-idea, plan, intent-prior|UMLS-SUICIDE
C3830967|c-ssrs already enrolled subjects - active suicidal ideation with some intent to act, without specific plan (since study start)|UMLS-SUICIDE
C3830967|css05-idea, intent, no plan-since|UMLS-SUICIDE
C3830967|css0504b|UMLS-SUICIDE
C3830968|c-ssrs already enrolled subjects - active suicidal ideation with some intent to act, without specific plan (prior to study entry)|UMLS-SUICIDE
C3830968|css05-idea, intent, no plan-prior|UMLS-SUICIDE
C3830968|css0504a|UMLS-SUICIDE
C3830969|c-ssrs already enrolled subjects - active suicidal ideation with any methods (not plan) without intent to act (since study start)|UMLS-SUICIDE
C3830969|css0503b|UMLS-SUICIDE
C3830969|css05-idea, no intent, no plan-since|UMLS-SUICIDE
C3830970|c-ssrs already enrolled subjects - active suicidal ideation with any methods (not plan) without intent to act (prior to study entry)|UMLS-SUICIDE
C3830970|css0503a|UMLS-SUICIDE
C3830970|css05-idea, no intent, no plan-prior|UMLS-SUICIDE
C3830971|c-ssrs already enrolled subjects - aborted suicide attempt (since study start)|UMLS-SUICIDE
C3830971|css05-aborted attempt-since|UMLS-SUICIDE
C3830971|css0517b|UMLS-SUICIDE
C3830972|c-ssrs already enrolled subjects - aborted suicide attempt (prior to study entry)|UMLS-SUICIDE
C3830972|css05-aborted attempt-prior|UMLS-SUICIDE
C3830972|css0517a|UMLS-SUICIDE
C3831434|autologous mesenchymal stem cells apceth_101|UMLS-SUICIDE
C3831434|autologous msc_apceth_101|UMLS-SUICIDE
C3831434|agenmestencel-t|UMLS-SUICIDE
C3831436|autologous ic9-gd2-car-expressing vzv-specific t lymphocytes|UMLS-SUICIDE
C3831436|autologous ic9-gd2-car-vzv-ctls|UMLS-SUICIDE
C3838728|depressive disorder in mother complicating childbirth|UMLS-SUICIDE
C3838728|depressive disorder in mother complicating childbirth (disorder)|UMLS-SUICIDE
C3838728|depression in childbirth|UMLS-SUICIDE
C3838728|maternal depressive disorder complicating childbirth|UMLS-SUICIDE
C3838728|maternal depressive disorder complicating childbirth (diagnosis)|UMLS-SUICIDE
C3838728|maternal mental disorder complicating childbirth depressive disorder|UMLS-SUICIDE
C3838981|major depressive disorder in mother complicating childbirth|UMLS-SUICIDE
C3838981|major depressive disorder in mother complicating childbirth (disorder)|UMLS-SUICIDE
C3838981|major depressive disorder in childbirth|UMLS-SUICIDE
C3838981|maternal mental disorder complicating childbirth major depressive disorder|UMLS-SUICIDE
C3838981|major depressive disorder in mother complicating childbirth (diagnosis)|UMLS-SUICIDE
C3839814|major depressive disorder in mother complicating pregnancy|UMLS-SUICIDE
C3839814|major depressive disorder in pregnancy|UMLS-SUICIDE
C3839814|major depressive disorder in mother complicating pregnancy (disorder)|UMLS-SUICIDE
C3839814|major depressive disorder in mother complicating pregnancy (diagnosis)|UMLS-SUICIDE
C3839814|maternal mental disorder complicating pregnancy major depressive disorder|UMLS-SUICIDE
C3841918|psychiatric problem/abnormal behavior/suicide attempt|UMLS-SUICIDE
C3843109|i think of suicide or death several times a day in some detail, or i have made specific plans for suicide or have actually tried to take my life|UMLS-SUICIDE
C3843110|i think of suicide or death several times a week for several minutes|UMLS-SUICIDE
C3843112|i do not think of suicide or death.|UMLS-SUICIDE
C3853753|5000 mg testosterone 0.01 mg/mg topical gel|UMLS-SUICIDE
C3853753|testosterone 50 mg in 5 g topical gel|UMLS-SUICIDE
C3853753|testosterone 50 mg/5 gm topical application gel/jelly|UMLS-SUICIDE
C3853753|testosterone, 50 mg/5 g (1%) transdermal gel_#2|UMLS-SUICIDE
C3853753|testosterone 50 mg transdermal gel, 5 gm|UMLS-SUICIDE
C3853753|testosterone 1% topical gel_#2|UMLS-SUICIDE
C3853753|testosterone 12.5 mg in 1.25 g topical gel_#2|UMLS-SUICIDE
C3853753|testosterone 1 % (50 mg / 5 gm) transdermal gel|UMLS-SUICIDE
C3853753|testosterone 50 mg in 5 g transdermal gel [testosterone]|UMLS-SUICIDE
C3853753|testosterone (eqv-androgel) 1% 5gm/pkt gel,top|UMLS-SUICIDE
C3853753|testosterone (eqv-vogelxo) 1% 5gm gel|UMLS-SUICIDE
C3853753|testosterone (eqv-androgel) 1% 5gm gel|UMLS-SUICIDE
C3853753|testosterone (eqv-vogelxo) 1% 5gm/pkt gel,top|UMLS-SUICIDE
C3853753|testosterone 1% topical application gel/jelly_#2|UMLS-SUICIDE
C3853753|testosterone 1% 5gm/pkt gel,top|UMLS-SUICIDE
C3853753|testosterone 1% 5gm/pkt top gel|UMLS-SUICIDE
C3853753|testosterone 50 mg transdermal gel|UMLS-SUICIDE
C3853753|testosterone 50mg gel 5g sachet (product)|UMLS-SUICIDE
C3853753|testosterone 50mg gel 5g sachet|UMLS-SUICIDE
C3853753|testosterone 50 mg in 5 g transdermal gel|UMLS-SUICIDE
C3853753|testosterone 50 mg/5 gram (1 %) transderm gel in packet (gram)|UMLS-SUICIDE
C3853753|testosterone@50 mg/5 gram (1 %)@transderm@gel in packet (gram)|UMLS-SUICIDE
C3853753|testosterone 50 mg/5 gram (1 %) transderm gel (gram)|UMLS-SUICIDE
C3853753|testosterone@50 mg/5 gram (1 %)@transderm@gel (gram)|UMLS-SUICIDE
C3853753|testosterone 50 mg/5 g (1%) transdermal gel|UMLS-SUICIDE
C3865123|testosterone 0.01 mg/mg topical gel|UMLS-SUICIDE
C3865123|testosterone 50 mg per 5 gm topical gel|UMLS-SUICIDE
C3865123|testosterone 12.5 mg per 1.25 gm topical gel|UMLS-SUICIDE
C3865123|testosterone 10 microgram/mg cutaneous gel|UMLS-SUICIDE
C3865123|product containing precisely testosterone 10 microgram/1 milligram conventional release cutaneous gel (clinical drug)|UMLS-SUICIDE
C3865123|testosterone 1 % topical gel|UMLS-SUICIDE
C3865123|testosterone 1% topical application gel/jelly|UMLS-SUICIDE
C3873439|self inflicted injury of lip|UMLS-SUICIDE
C3873439|self inflicted injury of lip (disorder)|UMLS-SUICIDE
C3873439|self-induced lip trauma|UMLS-SUICIDE
C3873439|facial injury lip self-induced|UMLS-SUICIDE
C3873439|self-induced lip trauma (diagnosis)|UMLS-SUICIDE
C3874774|depressed mood with postpartum onset|UMLS-SUICIDE
C3874774|depressed mood with postpartum onset (finding)|UMLS-SUICIDE
C3874774|depressed mood in postpartum period|UMLS-SUICIDE
C3874774|depressed mood during post partum period|UMLS-SUICIDE
C3888485|columbia suicide severity rating scale|UMLS-SUICIDE
C3888485|c-ssrs|UMLS-SUICIDE
C3888492|columbia suicide severity rating scale abnormal|UMLS-SUICIDE
C3896572|cdisc questionnaire c-ssrs lifetime/recent version test name terminology|UMLS-SUICIDE
C3896572|qs-c-ssrs lifetime/recent version test|UMLS-SUICIDE
C3896572|columbia-suicide severity rating scale lifetime/recent version questionnaire test name|UMLS-SUICIDE
C3896572|css11tn|UMLS-SUICIDE
C3896634|cdisc questionnaire c-ssrs lifetime/recent version test code terminology|UMLS-SUICIDE
C3896634|qs-c-ssrs lifetime/recent version testcd|UMLS-SUICIDE
C3896634|css11tc|UMLS-SUICIDE
C3896634|columbia-suicide severity rating scale lifetime/recent version questionnaire test code|UMLS-SUICIDE
C3896692|columbia-suicide severity rating scale lifetime/recent version questionnaire|UMLS-SUICIDE
C3896692|c-ssrs lifetime/recent version|UMLS-SUICIDE
C3896692|css11|UMLS-SUICIDE
C3899846|c-ssrs lifetime/recent version - wish to be dead (past 1 month)|UMLS-SUICIDE
C3899846|css11-wish to be dead-p1m|UMLS-SUICIDE
C3899846|css1101b|UMLS-SUICIDE
C3899847|c-ssrs lifetime/recent version - wish to be dead (lifetime)|UMLS-SUICIDE
C3899847|css1101a|UMLS-SUICIDE
C3899847|css11-wish to be dead-life|UMLS-SUICIDE
C3899848|c-ssrs lifetime/recent version - suicidal behavior (past 3 months)|UMLS-SUICIDE
C3899848|css11-suicidal behavior-p3m|UMLS-SUICIDE
C3899848|css1120b|UMLS-SUICIDE
C3899849|c-ssrs lifetime/recent version - suicidal behavior (lifetime)|UMLS-SUICIDE
C3899849|css11-suicidal behavior-life|UMLS-SUICIDE
C3899849|css1120a|UMLS-SUICIDE
C3899850|c-ssrs lifetime/recent version - recent most severe ideation (past 1 month)|UMLS-SUICIDE
C3899850|css11-most severe idea-recent-p1m|UMLS-SUICIDE
C3899850|css1106c|UMLS-SUICIDE
C3899851|c-ssrs lifetime/recent version - reasons for most severe ideation (past 1 month)|UMLS-SUICIDE
C3899851|css11-most severe idea, reasons-p1m|UMLS-SUICIDE
C3899851|css1111b|UMLS-SUICIDE
C3899852|c-ssrs lifetime/recent version - reasons for most severe ideation (lifetime)|UMLS-SUICIDE
C3899852|css11-most severe idea, reasons-life|UMLS-SUICIDE
C3899852|css1111a|UMLS-SUICIDE
C3899853|c-ssrs lifetime/recent version - preparatory acts or behaviors toward suicide attempt (past 3 months)|UMLS-SUICIDE
C3899853|css11-preparatory acts/behavior-p3m|UMLS-SUICIDE
C3899853|css1119b|UMLS-SUICIDE
C3899854|c-ssrs lifetime/recent version - preparatory acts or behaviors toward suicide attempt (lifetime)|UMLS-SUICIDE
C3899854|css1119a|UMLS-SUICIDE
C3899854|css11-preparatory acts/behavior-life|UMLS-SUICIDE
C3899855|c-ssrs lifetime/recent version - number of interrupted suicide attempts (past 3 months)|UMLS-SUICIDE
C3899855|css1116b|UMLS-SUICIDE
C3899855|css11-num of interrupted attempts-p3m|UMLS-SUICIDE
C3899856|c-ssrs lifetime/recent version - number of interrupted suicide attempts (lifetime)|UMLS-SUICIDE
C3899856|css1116a|UMLS-SUICIDE
C3899856|css11-num of interrupted attempts-life|UMLS-SUICIDE
C3899857|c-ssrs lifetime/recent version - number of actual suicide attempts (past 3 months)|UMLS-SUICIDE
C3899857|css11-number of actual attempts-p3m|UMLS-SUICIDE
C3899857|css1113b|UMLS-SUICIDE
C3899858|c-ssrs lifetime/recent version - number of actual suicide attempts (lifetime)|UMLS-SUICIDE
C3899858|css1113a|UMLS-SUICIDE
C3899858|css11-number of actual attempts-life|UMLS-SUICIDE
C3899859|c-ssrs lifetime/recent version - number of aborted suicide attempts (past 3 months)|UMLS-SUICIDE
C3899859|css1118b|UMLS-SUICIDE
C3899859|css11-number of aborted attempts-p3m|UMLS-SUICIDE
C3899860|c-ssrs lifetime/recent version - number of aborted suicide attempts (lifetime)|UMLS-SUICIDE
C3899860|css11-number of aborted attempts-life|UMLS-SUICIDE
C3899860|css1118a|UMLS-SUICIDE
C3899861|c-ssrs lifetime/recent version - non-suicidal self-injurious behavior (past 3 months)|UMLS-SUICIDE
C3899861|css11-non-suicid self-injur behav-p3m|UMLS-SUICIDE
C3899861|css1114b|UMLS-SUICIDE
C3899862|c-ssrs lifetime/recent version - non-suicidal self-injurious behavior (lifetime)|UMLS-SUICIDE
C3899862|css1114a|UMLS-SUICIDE
C3899862|css11-non-suicid self-injur behav-life|UMLS-SUICIDE
C3899863|c-ssrs lifetime/recent version - non-specific active suicidal thoughts (past 1 months)|UMLS-SUICIDE
C3899863|css1102b|UMLS-SUICIDE
C3899863|css11-non-spec suicid thought-p1m|UMLS-SUICIDE
C3899864|c-ssrs lifetime/recent version - non-specific active suicidal thoughts (lifetime)|UMLS-SUICIDE
C3899864|css11-non-spec suicid thought-life|UMLS-SUICIDE
C3899864|css1102a|UMLS-SUICIDE
C3899865|c-ssrs lifetime/recent version - most severe ideation (lifetime)|UMLS-SUICIDE
C3899865|css11-most severe idea-life|UMLS-SUICIDE
C3899865|css1106a|UMLS-SUICIDE
C3899866|c-ssrs lifetime/recent version - most recent suicide attempt potential lethality|UMLS-SUICIDE
C3899866|css11-most recent attempt potential|UMLS-SUICIDE
C3899866|css1121c|UMLS-SUICIDE
C3899867|c-ssrs lifetime/recent version - most recent suicide attempt date|UMLS-SUICIDE
C3899867|css1121a|UMLS-SUICIDE
C3899867|css11-most recent attempt date|UMLS-SUICIDE
C3899868|c-ssrs lifetime/recent version - most recent suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3899868|css1121b|UMLS-SUICIDE
C3899868|css11-most recent attempt damage|UMLS-SUICIDE
C3899869|c-ssrs lifetime/recent version - most lethal suicide attempt potential lethality|UMLS-SUICIDE
C3899869|css11-most lethal attempt potential|UMLS-SUICIDE
C3899869|css1122c|UMLS-SUICIDE
C3899870|c-ssrs lifetime/recent version - most lethal suicide attempt date|UMLS-SUICIDE
C3899870|css1122a|UMLS-SUICIDE
C3899870|css11-most lethal attempt date|UMLS-SUICIDE
C3899871|c-ssrs lifetime/recent version - most lethal suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3899871|css11-most lethal attempt damage|UMLS-SUICIDE
C3899871|css1122b|UMLS-SUICIDE
C3899872|c-ssrs lifetime/recent version - interrupted suicide attempt (past 3 months)|UMLS-SUICIDE
C3899872|css1115b|UMLS-SUICIDE
C3899872|css11-interrupted attempt-p3m|UMLS-SUICIDE
C3899873|c-ssrs lifetime/recent version - interrupted suicide attempt (lifetime)|UMLS-SUICIDE
C3899873|css11-interrupted attempt-life|UMLS-SUICIDE
C3899873|css1115a|UMLS-SUICIDE
C3899874|c-ssrs lifetime/recent version - frequency of most severe ideation (past 1 month)|UMLS-SUICIDE
C3899874|css1107b|UMLS-SUICIDE
C3899874|css11-most severe idea, frequency-p1m|UMLS-SUICIDE
C3899875|c-ssrs lifetime/recent version - frequency of most severe ideation (lifetime)|UMLS-SUICIDE
C3899875|css1107a|UMLS-SUICIDE
C3899875|css11-most severe idea, frequency-life|UMLS-SUICIDE
C3899876|c-ssrs lifetime/recent version - first suicide attempt potential lethality|UMLS-SUICIDE
C3899876|css1123c|UMLS-SUICIDE
C3899876|css11-first attempt potential|UMLS-SUICIDE
C3899877|c-ssrs lifetime/recent version - first suicide attempt date|UMLS-SUICIDE
C3899877|css1123a|UMLS-SUICIDE
C3899877|css11-first attempt date|UMLS-SUICIDE
C3899878|c-ssrs lifetime/recent version - first suicide attempt actual lethality/medical damage|UMLS-SUICIDE
C3899878|css11-first attempt damage|UMLS-SUICIDE
C3899878|css1123b|UMLS-SUICIDE
C3899879|c-ssrs lifetime/recent version - duration of most severe ideation (past 1 month)|UMLS-SUICIDE
C3899879|css11-most severe idea, duration-p1m|UMLS-SUICIDE
C3899879|css1108b|UMLS-SUICIDE
C3899880|c-ssrs lifetime/recent version - duration of most severe ideation (lifetime)|UMLS-SUICIDE
C3899880|css11-most severe idea, duration-life|UMLS-SUICIDE
C3899880|css1108a|UMLS-SUICIDE
C3899881|c-ssrs lifetime/recent version - deterrents to most severe ideation (past 1 month)|UMLS-SUICIDE
C3899881|css1110b|UMLS-SUICIDE
C3899881|css11-most severe idea, deterrents-p1m|UMLS-SUICIDE
C3899882|c-ssrs lifetime/recent version - deterrents to most severe ideation (lifetime)|UMLS-SUICIDE
C3899882|css11-most severe idea, deterrents-life|UMLS-SUICIDE
C3899882|css1110a|UMLS-SUICIDE
C3899883|c-ssrs lifetime/recent version - description of wish to be dead|UMLS-SUICIDE
C3899883|css11-wish to be dead, describe|UMLS-SUICIDE
C3899883|css1101c|UMLS-SUICIDE
C3899884|c-ssrs lifetime/recent version - description of preparatory acts or behaviors toward suicide attempt|UMLS-SUICIDE
C3899884|css1119c|UMLS-SUICIDE
C3899884|css11-preparatory acts/behavior, descr|UMLS-SUICIDE
C3899885|c-ssrs lifetime/recent version - description of non-specific active suicidal thoughts|UMLS-SUICIDE
C3899885|css11-non-spec suicid thought, describe|UMLS-SUICIDE
C3899885|css1102c|UMLS-SUICIDE
C3899886|c-ssrs lifetime/recent version - description of interrupted suicide attempt|UMLS-SUICIDE
C3899886|css11-interrupted attempt, describe|UMLS-SUICIDE
C3899886|css1116c|UMLS-SUICIDE
C3899887|c-ssrs lifetime/recent version - description of actual suicide attempt|UMLS-SUICIDE
C3899887|css1113c|UMLS-SUICIDE
C3899887|css11-actual attempt, describe|UMLS-SUICIDE
C3899888|c-ssrs lifetime/recent version - description of active suicidal ideation with specific plan and intent|UMLS-SUICIDE
C3899888|css11-idea, plan, intent, describe|UMLS-SUICIDE
C3899888|css1105c|UMLS-SUICIDE
C3899889|c-ssrs lifetime/recent version - description of active suicidal ideation with some intent to act, without specific plan|UMLS-SUICIDE
C3899889|css11-idea, intent, no plan, describe|UMLS-SUICIDE
C3899889|css1104c|UMLS-SUICIDE
C3899890|c-ssrs lifetime/recent version - description of active suicidal ideation with any methods (not plan) without intent to act|UMLS-SUICIDE
C3899890|css11-idea, no intent, no plan, describe|UMLS-SUICIDE
C3899890|css1103c|UMLS-SUICIDE
C3899891|c-ssrs lifetime/recent version - description of aborted suicide attempt|UMLS-SUICIDE
C3899891|css1118c|UMLS-SUICIDE
C3899891|css11-aborted attempt, describe|UMLS-SUICIDE
C3899892|c-ssrs lifetime/recent version - describe recent most severe ideation (past 1 month)|UMLS-SUICIDE
C3899892|css1106d|UMLS-SUICIDE
C3899892|css11-most severe idea, desc-recent-p1m|UMLS-SUICIDE
C3899893|c-ssrs lifetime/recent version - describe most severe ideation (lifetime)|UMLS-SUICIDE
C3899893|css11-most severe idea, desc-life|UMLS-SUICIDE
C3899893|css1106b|UMLS-SUICIDE
C3899894|c-ssrs lifetime/recent version - controllability of most severe ideation (past 1 month)|UMLS-SUICIDE
C3899894|css11-most severe idea, control-p1m|UMLS-SUICIDE
C3899894|css1109b|UMLS-SUICIDE
C3899895|c-ssrs lifetime/recent version - controllability of most severe ideation (lifetime)|UMLS-SUICIDE
C3899895|css11-most severe idea, control-life|UMLS-SUICIDE
C3899895|css1109a|UMLS-SUICIDE
C3899896|c-ssrs lifetime/recent version - actual suicide attempt (past 3 months)|UMLS-SUICIDE
C3899896|css1112b|UMLS-SUICIDE
C3899896|css11-actual attempt-p3m|UMLS-SUICIDE
C3899897|c-ssrs lifetime/recent version - actual suicide attempt (lifetime)|UMLS-SUICIDE
C3899897|css11-actual attempt-life|UMLS-SUICIDE
C3899897|css1112a|UMLS-SUICIDE
C3899898|c-ssrs lifetime/recent version - active suicidal ideation with specific plan and intent (past 1 month)|UMLS-SUICIDE
C3899898|css11-idea, plan, intent-p1m|UMLS-SUICIDE
C3899898|css1105b|UMLS-SUICIDE
C3899899|c-ssrs lifetime/recent version - active suicidal ideation with specific plan and intent (lifetime)|UMLS-SUICIDE
C3899899|css1105a|UMLS-SUICIDE
C3899899|css11-idea, plan, intent-life|UMLS-SUICIDE
C3899900|c-ssrs lifetime/recent version - active suicidal ideation with some intent to act, without specific plan (past 1 month)|UMLS-SUICIDE
C3899900|css11-idea, intent, no plan-p1m|UMLS-SUICIDE
C3899900|css1104b|UMLS-SUICIDE
C3899901|c-ssrs lifetime/recent version - active suicidal ideation with some intent to act, without specific plan (lifetime)|UMLS-SUICIDE
C3899901|css1104a|UMLS-SUICIDE
C3899901|css11-idea, intent, no plan-life|UMLS-SUICIDE
C3899902|c-ssrs lifetime/recent version - active suicidal ideation with any methods (not plan) without intent to act (past 1 month)|UMLS-SUICIDE
C3899902|css1103b|UMLS-SUICIDE
C3899902|css11-idea, no intent, no plan-p1m|UMLS-SUICIDE
C3899903|c-ssrs lifetime/recent version - active suicidal ideation with any methods (not plan) without intent to act (lifetime)|UMLS-SUICIDE
C3899903|css1103a|UMLS-SUICIDE
C3899903|css11-idea, no intent, no plan-life|UMLS-SUICIDE
C3899904|c-ssrs lifetime/recent version - aborted suicide attempt (past 3 months)|UMLS-SUICIDE
C3899904|css1117b|UMLS-SUICIDE
C3899904|css11-aborted attempt-p3m|UMLS-SUICIDE
C3899905|c-ssrs lifetime/recent version - aborted suicide attempt (lifetime)|UMLS-SUICIDE
C3899905|css1117a|UMLS-SUICIDE
C3899905|css11-aborted attempt-life|UMLS-SUICIDE
C3899953|beck lethality scale|UMLS-SUICIDE
C3899953|lethality|UMLS-SUICIDE
C4028611|means to commit suicide|UMLS-SUICIDE
C4028611|means to commit suicide (symptom)|UMLS-SUICIDE
C4029446|dangerousness assessment: means to commit suicide|UMLS-SUICIDE
C4029446|dangerousness assessment suicide risk means|UMLS-SUICIDE
C4029446|dangerousness assessment: means to commit suicide (physical finding)|UMLS-SUICIDE
C4035979|patient suicide, attempted suicide, or self-harm that results in serious injury, while being cared for in a healthcare setting|UMLS-SUICIDE
C4040377|has access to planned means of suicide|UMLS-SUICIDE
C4040377|has access to planned means of suicide (finding)|UMLS-SUICIDE
C4048864|testosterone enanthate 200mg/ml injection solution 100ml bottle|UMLS-SUICIDE
